invoice_no,date,workshop,vehicle_id,plate,make_model,odometer_km,kind,subtotal,vat,total,pdf_file
INV-74996165,2024-05-16,יואב חשמל ופנסים (בדיקה),VH-41,17-268-58,Toyota Corolla,15788,routine,746.01,126.82,872.83,INV-74996165_VH-41.pdf
INV-27881476,2024-04-19,יוסי צמיגים ופרונט (בדיקה),VH-41,17-268-58,Toyota Corolla,17537,tires,1746.05,296.83,2042.88,INV-27881476_VH-41.pdf
INV-49081081,2023-09-12,יואב חשמל ופנסים (בדיקה),VH-41,17-268-58,Toyota Corolla,19080,lights,405.04,68.86,473.9,INV-49081081_VH-41.pdf
INV-18017226,2023-12-30,יואב חשמל ופנסים (בדיקה),VH-41,17-268-58,Toyota Corolla,20262,spark_plugs,769.23,130.77,900.0,INV-18017226_VH-41.pdf
INV-45232194,2024-04-10,מוסך העיר (בדיקה),VH-42,46-533-99,Mazda 3,5237,routine,958.85,163.0,1121.85,INV-45232194_VH-42.pdf
INV-77697499,2024-02-09,יוסי צמיגים ופרונט (בדיקה),VH-42,46-533-99,Mazda 3,6133,routine,644.86,109.63,754.49,INV-77697499_VH-42.pdf
INV-03103037,2023-11-06,מוסך צי צפון (בדיקה),VH-42,46-533-99,Mazda 3,7186,routine,622.89,105.89,728.78,INV-03103037_VH-42.pdf
INV-72760122,2024-07-05,מוסך המרכז (בדיקה),VH-42,46-533-99,Mazda 3,8184,routine,637.1,108.31,745.41,INV-72760122_VH-42.pdf
INV-49605016,2024-04-05,יוסי צמיגים ופרונט (בדיקה),VH-42,46-533-99,Mazda 3,9402,routine,1108.36,188.42,1296.78,INV-49605016_VH-42.pdf
INV-67899730,2024-07-21,מוסך העיר (בדיקה),VH-42,46-533-99,Mazda 3,10332,routine,693.76,117.94,811.7,INV-67899730_VH-42.pdf
INV-71795760,2023-10-02,יוסי צמיגים ופרונט (בדיקה),VH-42,46-533-99,Mazda 3,11795,routine,859.14,146.05,1005.19,INV-71795760_VH-42.pdf
INV-59724665,2023-08-26,מוסך צי צפון (בדיקה),VH-42,46-533-99,Mazda 3,12981,routine,1131.81,192.41,1324.22,INV-59724665_VH-42.pdf
INV-17223297,2023-08-01,מוסך העיר (בדיקה),VH-42,46-533-99,Mazda 3,14829,routine,877.68,149.21,1026.89,INV-17223297_VH-42.pdf
INV-54522801,2023-02-18,יוסי צמיגים ופרונט (בדיקה),VH-42,46-533-99,Mazda 3,17110,tires,1787.48,303.87,2091.35,INV-54522801_VH-42.pdf
INV-84289107,2023-12-30,מוסך העיר (בדיקה),VH-42,46-533-99,Mazda 3,19068,lights,597.27,101.54,698.81,INV-84289107_VH-42.pdf
INV-12135247,2023-04-15,מוסך העיר (בדיקה),VH-43,34-403-37,Toyota Corolla,2274,routine,1124.44,191.15,1315.59,INV-12135247_VH-43.pdf
INV-21376037,2024-10-24,יואב חשמל ופנסים (בדיקה),VH-43,34-403-37,Toyota Corolla,3722,routine,588.72,100.08,688.8,INV-21376037_VH-43.pdf
INV-32863266,2024-02-29,עובד חלפים מקוריים (בדיקה),VH-43,34-403-37,Toyota Corolla,5615,routine,1001.08,170.18,1171.26,INV-32863266_VH-43.pdf
INV-72081155,2024-11-29,מוסך העיר (בדיקה),VH-43,34-403-37,Toyota Corolla,7983,routine,736.12,125.14,861.26,INV-72081155_VH-43.pdf
INV-29084668,2023-02-07,מוסך צי צפון (בדיקה),VH-43,34-403-37,Toyota Corolla,10319,routine,883.96,150.27,1034.23,INV-29084668_VH-43.pdf
INV-92673899,2023-01-09,עובד חלפים מקוריים (בדיקה),VH-43,34-403-37,Toyota Corolla,12621,routine,930.72,158.22,1088.94,INV-92673899_VH-43.pdf
INV-10856288,2024-02-19,מוסך המרכז (בדיקה),VH-43,34-403-37,Toyota Corolla,14894,routine,571.82,97.21,669.03,INV-10856288_VH-43.pdf
INV-08943468,2023-12-15,מוסך העיר (בדיקה),VH-43,34-403-37,Toyota Corolla,16079,routine,772.48,131.32,903.8,INV-08943468_VH-43.pdf
INV-17490753,2024-06-03,מוסך המרכז (בדיקה),VH-43,34-403-37,Toyota Corolla,17209,routine,850.81,144.64,995.45,INV-17490753_VH-43.pdf
INV-35449268,2024-11-12,מוסך המרכז (בדיקה),VH-43,34-403-37,Toyota Corolla,19427,routine,931.41,158.34,1089.75,INV-35449268_VH-43.pdf
INV-66110627,2024-04-10,יואב חשמל ופנסים (בדיקה),VH-43,34-403-37,Toyota Corolla,20518,tires,2115.45,359.63,2475.08,INV-66110627_VH-43.pdf
INV-97677622,2024-02-09,יוסי צמיגים ופרונט (בדיקה),VH-43,34-403-37,Toyota Corolla,22777,lights,442.21,75.18,517.39,INV-97677622_VH-43.pdf
INV-13770285,2024-06-09,מוסך צי צפון (בדיקה),VH-43,34-403-37,Toyota Corolla,25023,spark_plugs,995.98,169.32,1165.3,INV-13770285_VH-43.pdf
INV-15454470,2023-10-24,מוסך העיר (בדיקה),VH-44,17-151-84,Skoda Octavia,4271,routine,654.39,111.25,765.64,INV-15454470_VH-44.pdf
INV-70185106,2023-11-09,יוסי צמיגים ופרונט (בדיקה),VH-44,17-151-84,Skoda Octavia,5517,routine,730.71,124.22,854.93,INV-70185106_VH-44.pdf
INV-92287772,2024-01-22,עובד חלפים מקוריים (בדיקה),VH-44,17-151-84,Skoda Octavia,7681,routine,910.47,154.78,1065.25,INV-92287772_VH-44.pdf
INV-65807412,2024-09-30,מוסך המרכז (בדיקה),VH-44,17-151-84,Skoda Octavia,9182,routine,899.23,152.87,1052.1,INV-65807412_VH-44.pdf
INV-81398909,2023-11-13,מוסך המרכז (בדיקה),VH-44,17-151-84,Skoda Octavia,11065,routine,926.84,157.56,1084.4,INV-81398909_VH-44.pdf
INV-20433971,2023-05-04,יוסי צמיגים ופרונט (בדיקה),VH-44,17-151-84,Skoda Octavia,13380,routine,911.17,154.9,1066.07,INV-20433971_VH-44.pdf
INV-26085641,2024-05-18,יוסי צמיגים ופרונט (בדיקה),VH-44,17-151-84,Skoda Octavia,14811,routine,456.38,77.58,533.96,INV-26085641_VH-44.pdf
INV-24620952,2023-07-07,יואב חשמל ופנסים (בדיקה),VH-44,17-151-84,Skoda Octavia,16877,routine,632.11,107.46,739.57,INV-24620952_VH-44.pdf
INV-46103399,2023-05-26,עובד חלפים מקוריים (בדיקה),VH-44,17-151-84,Skoda Octavia,19128,routine,725.13,123.27,848.4,INV-46103399_VH-44.pdf
INV-61706304,2023-11-22,יוסי צמיגים ופרונט (בדיקה),VH-44,17-151-84,Skoda Octavia,20744,tires,2222.33,377.8,2600.13,INV-61706304_VH-44.pdf
INV-18325823,2024-08-04,יואב חשמל ופנסים (בדיקה),VH-44,17-151-84,Skoda Octavia,22274,lights,515.69,87.67,603.36,INV-18325823_VH-44.pdf
INV-94200749,2024-04-20,עובד חלפים מקוריים (בדיקה),VH-44,17-151-84,Skoda Octavia,24626,spark_plugs,896.98,152.49,1049.47,INV-94200749_VH-44.pdf
INV-89141612,2024-06-06,מוסך העיר (בדיקה),VH-45,17-620-20,Chevrolet Spark,2525,routine,952.64,161.95,1114.59,INV-89141612_VH-45.pdf
INV-55474355,2024-09-17,יואב חשמל ופנסים (בדיקה),VH-45,17-620-20,Chevrolet Spark,5444,routine,810.1,137.72,947.82,INV-55474355_VH-45.pdf
INV-97002687,2023-05-17,מוסך המרכז (בדיקה),VH-45,17-620-20,Chevrolet Spark,8298,routine,1086.56,184.72,1271.28,INV-97002687_VH-45.pdf
INV-71569562,2024-10-28,מוסך המרכז (בדיקה),VH-45,17-620-20,Chevrolet Spark,10444,routine,789.18,134.16,923.34,INV-71569562_VH-45.pdf
INV-70304531,2024-04-18,יוסי צמיגים ופרונט (בדיקה),VH-45,17-620-20,Chevrolet Spark,13324,routine,921.57,156.67,1078.24,INV-70304531_VH-45.pdf
INV-04793036,2023-08-28,יואב חשמל ופנסים (בדיקה),VH-45,17-620-20,Chevrolet Spark,16261,routine,694.52,118.07,812.59,INV-04793036_VH-45.pdf
INV-99921921,2024-07-19,יואב חשמל ופנסים (בדיקה),VH-45,17-620-20,Chevrolet Spark,18631,routine,664.83,113.02,777.85,INV-99921921_VH-45.pdf
INV-08948706,2023-10-08,מוסך העיר (בדיקה),VH-45,17-620-20,Chevrolet Spark,21347,routine,544.34,92.54,636.88,INV-08948706_VH-45.pdf
INV-87758030,2024-02-21,יוסי צמיגים ופרונט (בדיקה),VH-45,17-620-20,Chevrolet Spark,23005,tires,1691.06,287.48,1978.54,INV-87758030_VH-45.pdf
INV-36133254,2024-08-08,יואב חשמל ופנסים (בדיקה),VH-45,17-620-20,Chevrolet Spark,25647,lights,251.23,42.71,293.94,INV-36133254_VH-45.pdf
INV-43173505,2024-10-03,עובד חלפים מקוריים (בדיקה),VH-45,17-620-20,Chevrolet Spark,28525,spark_plugs,726.4,123.49,849.89,INV-43173505_VH-45.pdf
INV-10065120,2024-10-02,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,6188,routine,744.3,126.53,870.83,INV-10065120_VH-46.pdf
INV-08046619,2024-03-18,מוסך המרכז (בדיקה),VH-46,18-791-40,Skoda Octavia,6981,routine,655.83,111.49,767.32,INV-08046619_VH-46.pdf
INV-76991507,2024-09-30,מוסך המרכז (בדיקה),VH-46,18-791-40,Skoda Octavia,8158,routine,522.72,88.86,611.58,INV-76991507_VH-46.pdf
INV-39284567,2024-09-01,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,8914,routine,815.4,138.62,954.02,INV-39284567_VH-46.pdf
INV-68549822,2023-03-03,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,9936,routine,560.76,95.33,656.09,INV-68549822_VH-46.pdf
INV-20388065,2024-06-14,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,11336,routine,1048.46,178.24,1226.7,INV-20388065_VH-46.pdf
INV-79599594,2023-12-16,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,12747,routine,570.76,97.03,667.79,INV-79599594_VH-46.pdf
INV-33793375,2024-05-22,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,14434,routine,622.9,105.89,728.79,INV-33793375_VH-46.pdf
INV-08124739,2024-01-07,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,15197,routine,774.85,131.72,906.57,INV-08124739_VH-46.pdf
INV-25832302,2023-08-13,יוסי צמיגים ופרונט (בדיקה),VH-46,18-791-40,Skoda Octavia,16846,tires,2684.19,456.31,3140.5,INV-25832302_VH-46.pdf
INV-34735528,2023-04-24,עובד חלפים מקוריים (בדיקה),VH-46,18-791-40,Skoda Octavia,17898,lights,636.02,108.12,744.14,INV-34735528_VH-46.pdf
INV-23386559,2023-03-08,מוסך צי צפון (בדיקה),VH-46,18-791-40,Skoda Octavia,18709,spark_plugs,1041.19,177.0,1218.19,INV-23386559_VH-46.pdf
INV-53042897,2024-07-02,יואב חשמל ופנסים (בדיקה),VH-47,86-140-89,Toyota Corolla,6420,routine,687.8,116.93,804.73,INV-53042897_VH-47.pdf
INV-68578725,2024-09-21,מוסך המרכז (בדיקה),VH-47,86-140-89,Toyota Corolla,7360,routine,637.01,108.29,745.3,INV-68578725_VH-47.pdf
INV-90333736,2024-04-30,מוסך צי צפון (בדיקה),VH-47,86-140-89,Toyota Corolla,8791,routine,672.6,114.34,786.94,INV-90333736_VH-47.pdf
INV-21478539,2024-01-19,יואב חשמל ופנסים (בדיקה),VH-47,86-140-89,Toyota Corolla,10185,routine,637.47,108.37,745.84,INV-21478539_VH-47.pdf
INV-75460273,2024-04-23,מוסך צי צפון (בדיקה),VH-47,86-140-89,Toyota Corolla,11411,routine,850.51,144.59,995.1,INV-75460273_VH-47.pdf
INV-14311150,2024-05-28,עובד חלפים מקוריים (בדיקה),VH-47,86-140-89,Toyota Corolla,12801,routine,992.19,168.67,1160.86,INV-14311150_VH-47.pdf
INV-43928404,2023-11-06,עובד חלפים מקוריים (בדיקה),VH-47,86-140-89,Toyota Corolla,14510,routine,1110.27,188.75,1299.02,INV-43928404_VH-47.pdf
INV-82633373,2024-08-16,מוסך צי צפון (בדיקה),VH-47,86-140-89,Toyota Corolla,15265,routine,1050.18,178.53,1228.71,INV-82633373_VH-47.pdf
INV-53663778,2024-04-17,מוסך המרכז (בדיקה),VH-47,86-140-89,Toyota Corolla,16946,routine,810.71,137.82,948.53,INV-53663778_VH-47.pdf
INV-55366684,2023-01-10,עובד חלפים מקוריים (בדיקה),VH-47,86-140-89,Toyota Corolla,18648,routine,814.55,138.47,953.02,INV-55366684_VH-47.pdf
INV-99966361,2023-12-05,יוסי צמיגים ופרונט (בדיקה),VH-47,86-140-89,Toyota Corolla,20063,tires,2024.68,344.2,2368.88,INV-99966361_VH-47.pdf
INV-82097023,2023-04-06,מוסך העיר (בדיקה),VH-47,86-140-89,Toyota Corolla,21007,lights,348.05,59.17,407.22,INV-82097023_VH-47.pdf
INV-58025662,2023-03-13,יואב חשמל ופנסים (בדיקה),VH-47,86-140-89,Toyota Corolla,22287,spark_plugs,937.96,159.45,1097.41,INV-58025662_VH-47.pdf
INV-34672994,2024-02-03,יוסי צמיגים ופרונט (בדיקה),VH-48,43-309-95,Mazda 3,3501,routine,666.73,113.34,780.07,INV-34672994_VH-48.pdf
INV-71693859,2023-07-26,עובד חלפים מקוריים (בדיקה),VH-48,43-309-95,Mazda 3,5450,routine,679.37,115.49,794.86,INV-71693859_VH-48.pdf
INV-75469263,2023-04-04,מוסך המרכז (בדיקה),VH-48,43-309-95,Mazda 3,6983,routine,696.58,118.42,815.0,INV-75469263_VH-48.pdf
INV-16032484,2024-11-05,מוסך צי צפון (בדיקה),VH-48,43-309-95,Mazda 3,8579,routine,666.04,113.23,779.27,INV-16032484_VH-48.pdf
INV-81511856,2024-05-20,יואב חשמל ופנסים (בדיקה),VH-48,43-309-95,Mazda 3,10530,routine,742.96,126.3,869.26,INV-81511856_VH-48.pdf
INV-76563600,2023-01-28,מוסך צי צפון (בדיקה),VH-48,43-309-95,Mazda 3,12054,routine,498.29,84.71,583.0,INV-76563600_VH-48.pdf
INV-18372742,2024-04-20,מוסך המרכז (בדיקה),VH-48,43-309-95,Mazda 3,13364,routine,545.96,92.81,638.77,INV-18372742_VH-48.pdf
INV-21042752,2023-05-08,עובד חלפים מקוריים (בדיקה),VH-48,43-309-95,Mazda 3,15012,routine,931.07,158.28,1089.35,INV-21042752_VH-48.pdf
INV-81647090,2024-03-28,יואב חשמל ופנסים (בדיקה),VH-48,43-309-95,Mazda 3,15823,routine,697.52,118.58,816.1,INV-81647090_VH-48.pdf
INV-06005313,2024-01-19,יואב חשמל ופנסים (בדיקה),VH-48,43-309-95,Mazda 3,16818,routine,734.54,124.87,859.41,INV-06005313_VH-48.pdf
INV-15583938,2023-02-15,יואב חשמל ופנסים (בדיקה),VH-48,43-309-95,Mazda 3,18073,tires,2339.25,397.67,2736.92,INV-15583938_VH-48.pdf
INV-50637314,2023-01-16,יואב חשמל ופנסים (בדיקה),VH-48,43-309-95,Mazda 3,19312,lights,324.53,55.17,379.7,INV-50637314_VH-48.pdf
INV-18924195,2024-09-05,עובד חלפים מקוריים (בדיקה),VH-48,43-309-95,Mazda 3,20668,spark_plugs,1052.53,178.93,1231.46,INV-18924195_VH-48.pdf
INV-57150997,2023-12-07,יואב חשמל ופנסים (בדיקה),VH-49,60-234-95,Mazda 3,3861,routine,536.34,91.18,627.52,INV-57150997_VH-49.pdf
INV-14363910,2023-01-14,מוסך העיר (בדיקה),VH-49,60-234-95,Mazda 3,4725,routine,487.68,82.91,570.59,INV-14363910_VH-49.pdf
INV-97524508,2023-07-29,מוסך צי צפון (בדיקה),VH-49,60-234-95,Mazda 3,5612,routine,1096.69,186.44,1283.13,INV-97524508_VH-49.pdf
INV-33803396,2023-08-23,יוסי צמיגים ופרונט (בדיקה),VH-49,60-234-95,Mazda 3,6891,routine,959.49,163.11,1122.6,INV-33803396_VH-49.pdf
INV-02321298,2024-05-18,יוסי צמיגים ופרונט (בדיקה),VH-49,60-234-95,Mazda 3,9003,routine,614.67,104.49,719.16,INV-02321298_VH-49.pdf
INV-23362934,2024-03-12,יוסי צמיגים ופרונט (בדיקה),VH-49,60-234-95,Mazda 3,10464,routine,942.44,160.21,1102.65,INV-23362934_VH-49.pdf
INV-56627768,2024-05-07,עובד חלפים מקוריים (בדיקה),VH-49,60-234-95,Mazda 3,12573,routine,539.4,91.7,631.1,INV-56627768_VH-49.pdf
INV-14982824,2023-01-21,מוסך צי צפון (בדיקה),VH-49,60-234-95,Mazda 3,13981,routine,655.5,111.44,766.94,INV-14982824_VH-49.pdf
INV-27323008,2024-09-12,מוסך העיר (בדיקה),VH-49,60-234-95,Mazda 3,14913,routine,751.59,127.77,879.36,INV-27323008_VH-49.pdf
INV-74916016,2024-02-09,מוסך צי צפון (בדיקה),VH-49,60-234-95,Mazda 3,16248,routine,1079.84,183.57,1263.41,INV-74916016_VH-49.pdf
INV-75066337,2023-12-23,עובד חלפים מקוריים (בדיקה),VH-49,60-234-95,Mazda 3,17766,lights,450.33,76.56,526.89,INV-75066337_VH-49.pdf
INV-49724399,2024-11-12,יואב חשמל ופנסים (בדיקה),VH-49,60-234-95,Mazda 3,19466,spark_plugs,943.13,160.33,1103.46,INV-49724399_VH-49.pdf
INV-18362644,2024-01-29,מוסך המרכז (בדיקה),VH-50,19-109-68,Ford Transit,4702,routine,900.95,153.16,1054.11,INV-18362644_VH-50.pdf
INV-11952436,2023-11-12,מוסך העיר (בדיקה),VH-50,19-109-68,Ford Transit,6347,routine,754.02,128.18,882.2,INV-11952436_VH-50.pdf
INV-68646225,2023-01-02,מוסך צי צפון (בדיקה),VH-50,19-109-68,Ford Transit,7449,routine,544.57,92.58,637.15,INV-68646225_VH-50.pdf
INV-32302346,2023-04-23,מוסך העיר (בדיקה),VH-50,19-109-68,Ford Transit,9341,routine,631.66,107.38,739.04,INV-32302346_VH-50.pdf
INV-61415093,2023-06-20,מוסך המרכז (בדיקה),VH-50,19-109-68,Ford Transit,10798,routine,519.74,88.36,608.1,INV-61415093_VH-50.pdf
INV-01380698,2023-09-30,יוסי צמיגים ופרונט (בדיקה),VH-50,19-109-68,Ford Transit,12845,routine,794.95,135.14,930.09,INV-01380698_VH-50.pdf
INV-55535669,2023-12-12,מוסך צי צפון (בדיקה),VH-50,19-109-68,Ford Transit,14518,routine,759.33,129.09,888.42,INV-55535669_VH-50.pdf
INV-62091843,2023-01-04,יוסי צמיגים ופרונט (בדיקה),VH-50,19-109-68,Ford Transit,16891,routine,804.69,136.8,941.49,INV-62091843_VH-50.pdf
INV-50505739,2023-07-12,יוסי צמיגים ופרונט (בדיקה),VH-50,19-109-68,Ford Transit,17887,tires,2165.44,368.12,2533.56,INV-50505739_VH-50.pdf
INV-16493289,2024-05-02,מוסך העיר (בדיקה),VH-50,19-109-68,Ford Transit,20445,lights,411.64,69.98,481.62,INV-16493289_VH-50.pdf
INV-72717833,2024-11-20,עובד חלפים מקוריים (בדיקה),VH-50,19-109-68,Ford Transit,23018,spark_plugs,656.1,111.54,767.64,INV-72717833_VH-50.pdf
INV-56434712,2023-01-30,מוסך המרכז (בדיקה),VH-51,78-318-74,Kia Niro,3858,routine,673.93,114.57,788.5,INV-56434712_VH-51.pdf
INV-91566863,2023-12-07,מוסך המרכז (בדיקה),VH-51,78-318-74,Kia Niro,7122,routine,453.12,77.03,530.15,INV-91566863_VH-51.pdf
INV-31952569,2023-12-15,יוסי צמיגים ופרונט (בדיקה),VH-51,78-318-74,Kia Niro,9674,routine,976.93,166.08,1143.01,INV-31952569_VH-51.pdf
INV-52899316,2024-02-02,יואב חשמל ופנסים (בדיקה),VH-51,78-318-74,Kia Niro,11654,routine,642.64,109.25,751.89,INV-52899316_VH-51.pdf
INV-29420954,2023-08-13,עובד חלפים מקוריים (בדיקה),VH-51,78-318-74,Kia Niro,14390,routine,688.2,116.99,805.19,INV-29420954_VH-51.pdf
INV-37460523,2024-08-10,מוסך המרכז (בדיקה),VH-51,78-318-74,Kia Niro,17023,routine,731.48,124.35,855.83,INV-37460523_VH-51.pdf
INV-64208656,2023-02-23,מוסך המרכז (בדיקה),VH-51,78-318-74,Kia Niro,20129,routine,721.28,122.62,843.9,INV-64208656_VH-51.pdf
INV-43861259,2023-03-15,מוסך צי צפון (בדיקה),VH-51,78-318-74,Kia Niro,22963,routine,1147.53,195.08,1342.61,INV-43861259_VH-51.pdf
INV-27742333,2024-04-13,עובד חלפים מקוריים (בדיקה),VH-51,78-318-74,Kia Niro,24616,routine,1026.86,174.57,1201.43,INV-27742333_VH-51.pdf
INV-62015720,2023-06-01,עובד חלפים מקוריים (בדיקה),VH-51,78-318-74,Kia Niro,26716,tires,1930.85,328.24,2259.09,INV-62015720_VH-51.pdf
INV-13674926,2024-02-18,יואב חשמל ופנסים (בדיקה),VH-51,78-318-74,Kia Niro,28540,lights,504.7,85.8,590.5,INV-13674926_VH-51.pdf
INV-75011117,2024-10-27,יוסי צמיגים ופרונט (בדיקה),VH-51,78-318-74,Kia Niro,30651,spark_plugs,911.76,155.0,1066.76,INV-75011117_VH-51.pdf
INV-19267649,2024-08-09,מוסך העיר (בדיקה),VH-52,41-478-46,Hyundai i10,1650,routine,775.74,131.88,907.62,INV-19267649_VH-52.pdf
INV-06888718,2023-07-09,מוסך העיר (בדיקה),VH-52,41-478-46,Hyundai i10,3389,routine,923.93,157.07,1081.0,INV-06888718_VH-52.pdf
INV-12920875,2023-05-08,מוסך המרכז (בדיקה),VH-52,41-478-46,Hyundai i10,5313,routine,468.17,79.59,547.76,INV-12920875_VH-52.pdf
INV-01184582,2023-03-31,יואב חשמל ופנסים (בדיקה),VH-52,41-478-46,Hyundai i10,6379,routine,681.53,115.86,797.39,INV-01184582_VH-52.pdf
INV-48729758,2023-02-17,עובד חלפים מקוריים (בדיקה),VH-52,41-478-46,Hyundai i10,8229,routine,1043.31,177.36,1220.67,INV-48729758_VH-52.pdf
INV-03032432,2023-08-03,מוסך העיר (בדיקה),VH-52,41-478-46,Hyundai i10,9104,routine,842.46,143.22,985.68,INV-03032432_VH-52.pdf
INV-44626714,2024-09-29,יואב חשמל ופנסים (בדיקה),VH-52,41-478-46,Hyundai i10,9949,routine,678.29,115.31,793.6,INV-44626714_VH-52.pdf
INV-35989262,2023-03-14,יואב חשמל ופנסים (בדיקה),VH-52,41-478-46,Hyundai i10,11591,routine,840.58,142.9,983.48,INV-35989262_VH-52.pdf
INV-81861515,2023-09-11,מוסך העיר (בדיקה),VH-52,41-478-46,Hyundai i10,12673,routine,596.31,101.37,697.68,INV-81861515_VH-52.pdf
INV-36112849,2023-10-08,יואב חשמל ופנסים (בדיקה),VH-52,41-478-46,Hyundai i10,13547,routine,661.42,112.44,773.86,INV-36112849_VH-52.pdf
INV-10256258,2024-07-18,מוסך צי צפון (בדיקה),VH-52,41-478-46,Hyundai i10,14630,tires,3162.79,537.67,3700.46,INV-10256258_VH-52.pdf
INV-26940539,2023-06-09,עובד חלפים מקוריים (בדיקה),VH-52,41-478-46,Hyundai i10,16181,lights,422.61,71.84,494.45,INV-26940539_VH-52.pdf
INV-46834146,2024-04-24,עובד חלפים מקוריים (בדיקה),VH-52,41-478-46,Hyundai i10,17544,spark_plugs,791.59,134.57,926.16,INV-46834146_VH-52.pdf
INV-48706827,2023-06-19,יוסי צמיגים ופרונט (בדיקה),VH-53,11-783-80,Kia Niro,5777,routine,1003.81,170.65,1174.46,INV-48706827_VH-53.pdf
INV-30685389,2023-05-08,מוסך העיר (בדיקה),VH-53,11-783-80,Kia Niro,7129,routine,574.03,97.59,671.62,INV-30685389_VH-53.pdf
INV-28506762,2023-08-19,מוסך העיר (בדיקה),VH-53,11-783-80,Kia Niro,8611,routine,672.29,114.29,786.58,INV-28506762_VH-53.pdf
INV-74430963,2024-07-06,יואב חשמל ופנסים (בדיקה),VH-53,11-783-80,Kia Niro,10548,routine,800.88,136.15,937.03,INV-74430963_VH-53.pdf
INV-70509754,2023-02-06,מוסך העיר (בדיקה),VH-53,11-783-80,Kia Niro,13760,routine,855.27,145.4,1000.67,INV-70509754_VH-53.pdf
INV-67318826,2024-02-16,יואב חשמל ופנסים (בדיקה),VH-53,11-783-80,Kia Niro,15101,routine,582.73,99.06,681.79,INV-67318826_VH-53.pdf
INV-54562841,2023-09-14,מוסך המרכז (בדיקה),VH-53,11-783-80,Kia Niro,17420,routine,671.77,114.2,785.97,INV-54562841_VH-53.pdf
INV-53134026,2023-12-29,יואב חשמל ופנסים (בדיקה),VH-53,11-783-80,Kia Niro,19661,routine,665.69,113.17,778.86,INV-53134026_VH-53.pdf
INV-16787256,2024-11-12,מוסך צי צפון (בדיקה),VH-53,11-783-80,Kia Niro,23064,tires,3086.37,524.68,3611.05,INV-16787256_VH-53.pdf
INV-58030569,2023-01-22,יואב חשמל ופנסים (בדיקה),VH-53,11-783-80,Kia Niro,24653,lights,390.02,66.3,456.32,INV-58030569_VH-53.pdf
INV-82341436,2023-09-11,יואב חשמל ופנסים (בדיקה),VH-53,11-783-80,Kia Niro,27283,spark_plugs,886.94,150.78,1037.72,INV-82341436_VH-53.pdf
INV-92312604,2024-05-29,מוסך המרכז (בדיקה),VH-54,24-209-80,Hyundai i10,3222,routine,964.73,164.0,1128.73,INV-92312604_VH-54.pdf
INV-66843356,2023-07-24,מוסך העיר (בדיקה),VH-54,24-209-80,Hyundai i10,5173,routine,642.11,109.16,751.27,INV-66843356_VH-54.pdf
INV-56350200,2023-04-23,עובד חלפים מקוריים (בדיקה),VH-54,24-209-80,Hyundai i10,6468,routine,605.85,102.99,708.84,INV-56350200_VH-54.pdf
INV-24755411,2023-10-14,מוסך צי צפון (בדיקה),VH-54,24-209-80,Hyundai i10,7419,routine,1072.62,182.35,1254.97,INV-24755411_VH-54.pdf
INV-59895343,2023-12-06,יואב חשמל ופנסים (בדיקה),VH-54,24-209-80,Hyundai i10,9209,routine,609.47,103.61,713.08,INV-59895343_VH-54.pdf
INV-33711895,2024-09-08,מוסך המרכז (בדיקה),VH-54,24-209-80,Hyundai i10,10081,routine,643.56,109.41,752.97,INV-33711895_VH-54.pdf
INV-68485571,2023-06-07,מוסך העיר (בדיקה),VH-54,24-209-80,Hyundai i10,11067,routine,626.47,106.5,732.97,INV-68485571_VH-54.pdf
INV-24090367,2023-01-23,מוסך העיר (בדיקה),VH-54,24-209-80,Hyundai i10,12671,routine,767.54,130.48,898.02,INV-24090367_VH-54.pdf
INV-66943202,2024-03-24,יואב חשמל ופנסים (בדיקה),VH-54,24-209-80,Hyundai i10,13993,routine,688.94,117.12,806.06,INV-66943202_VH-54.pdf
INV-84434481,2024-04-11,מוסך העיר (בדיקה),VH-54,24-209-80,Hyundai i10,15739,routine,715.58,121.65,837.23,INV-84434481_VH-54.pdf
INV-40338105,2023-10-12,יוסי צמיגים ופרונט (בדיקה),VH-54,24-209-80,Hyundai i10,17773,tires,2524.97,429.24,2954.21,INV-40338105_VH-54.pdf
INV-94500534,2023-05-17,יואב חשמל ופנסים (בדיקה),VH-54,24-209-80,Hyundai i10,19127,lights,393.41,66.88,460.29,INV-94500534_VH-54.pdf
INV-98373543,2024-01-27,יוסי צמיגים ופרונט (בדיקה),VH-55,36-834-53,Hyundai i10,5893,routine,1058.22,179.9,1238.12,INV-98373543_VH-55.pdf
INV-65271727,2024-04-01,יואב חשמל ופנסים (בדיקה),VH-55,36-834-53,Hyundai i10,7335,routine,509.35,86.59,595.94,INV-65271727_VH-55.pdf
INV-42269312,2023-07-04,מוסך צי צפון (בדיקה),VH-55,36-834-53,Hyundai i10,8300,routine,1033.73,175.73,1209.46,INV-42269312_VH-55.pdf
